district,bedrooms,bathrooms,price_vnd,area_m2,price_per_m2
Móng Cái,0,0,3.0,60.0,50000000.0
Đống Đa,0,0,21.0,60.0,350000000.0
Đống Đa,0,0,19.0,60.0,316666666.6666667
Đống Đa,0,0,30.0,68.0,441176470.5882353
Đống Đa,0,0,35.0,95.0,368421052.6315789
Hoài Đức,0,0,0.145,65.0,2230769.230769231
Hoài Đức,0,0,0.115,64.0,1796875.0
Đống Đa,0,0,29.0,68.0,426470588.2352941
Thanh Xuân,0,0,18.0,75.0,240000000.0
Hai Bà Trưng,0,0,7.0,35.0,200000000.0
Cầu Giấy,0,0,29.0,75.0,386666666.6666667
Đống Đa,0,0,50.0,190.0,263157894.7368421
Hoàng Mai,0,0,7.0,66.0,106060606.06060606
Hoàng Mai,0,0,16.0,110.0,145454545.45454547
Cầu Giấy,0,0,9.0,88.0,102272727.27272727
Cầu Giấy,0,0,3.0,88.0,34090909.09090909
Quốc Oai,0,0,23.0,300.0,76666666.66666667
Hoàng Mai,0,0,55.0,220.0,250000000.0
Móng Cái,0,0,3.0,60.0,50000000.0
Hai Bà Trưng,0,0,6.0,42.0,142857142.85714287
Hoàng Mai,0,0,29.0,160.0,181250000.0
Sơn Tây,0,0,33.0,435.0,75862068.96551724
Móng Cái,0,0,6.0,90.0,66666666.666666664
Cầu Giấy,0,0,6.0,71.0,84507042.25352113
Nam Từ Liêm,0,0,5.0,80.0,62500000.0
Hoàng Mai,0,0,5.0,85.0,58823529.4117647
Nam Từ Liêm,0,0,10.0,137.0,72992700.729927
Hoàng Mai,0,0,7.0,38.0,184210526.31578946
Nam Từ Liêm,0,0,7.0,81.0,86419753.08641975
Nam Từ Liêm,0,0,4.0,61.0,65573770.49180328
Nam Từ Liêm,0,0,5.0,73.0,68493150.6849315
Thanh Xuân,0,0,36.0,102.0,352941176.4705882
Nam Từ Liêm,0,0,4.0,74.0,54054054.05405405
Hà Đông,0,0,4.0,35.0,114285714.28571428
Cầu Giấy,0,0,8.0,130.0,61538461.538461536
Móng Cái,0,0,6.0,90.0,66666666.666666664
Nam Từ Liêm,0,0,37.0,130.0,284615384.61538464
Thanh Xuân,0,0,8.0,175.0,45714285.71428572
Nam Từ Liêm,0,0,7.0,133.0,52631578.94736842
Hoàng Mai,0,0,6.0,44.0,136363636.36363637
Hai Bà Trưng,0,0,12.0,140.0,85714285.71428572
Hà Đông,0,0,13.0,66.0,196969696.96969697
Cầu Giấy,0,0,85.0,270.0,314814814.8148148
Thanh Xuân,0,0,5.0,100.0,50000000.0
Hoàng Mai,0,0,9.0,36.0,250000000.0
Thanh Xuân,0,0,5.0,96.0,52083333.333333336
Hai Bà Trưng,0,0,32.0,80.0,400000000.0
Hoàng Mai,0,0,5.0,34.0,147058823.52941176
Hoàng Mai,0,0,6.0,107.0,56074766.35514019
Thanh Xuân,0,0,3.0,90.0,33333333.333333332
Hoàng Mai,0,0,8.0,36.0,222222222.2222222
Hai Bà Trưng,0,0,8.0,63.0,126984126.98412699
Thanh Xuân,0,0,4.0,115.0,34782608.69565217
Tây Hồ,0,0,47.0,100.0,470000000.0
Móng Cái,0,0,6.0,90.0,66666666.666666664
Bắc Từ Liêm,0,0,6.0,32.0,187500000.0
Hai Bà Trưng,0,0,6.0,80.0,75000000.0
Bắc Từ Liêm,0,0,13.0,60.0,216666666.66666666
Ba Đình,0,0,8.0,32.0,250000000.0
Thanh Xuân,0,0,15.0,81.0,185185185.1851852
Hai Bà Trưng,0,0,9.0,110.0,81818181.81818181
Tây Hồ,0,0,85.0,119.0,714285714.2857143
Hoàng Mai,0,0,5.0,103.0,48543689.32038835
Hà Đông,0,0,4.0,108.0,37037037.03703704
Bắc Từ Liêm,0,0,6.0,30.0,200000000.0
Hai Bà Trưng,0,0,7.0,45.0,155555555.55555555
Thanh Xuân,0,0,38.0,201.0,189054726.3681592
Thanh Xuân,0,0,11.0,50.0,220000000.0
Bắc Từ Liêm,0,0,6.0,35.0,171428571.42857143
Tây Hồ,0,0,0.135,200.0,675000.0
Ba Đình,0,0,12.0,66.0,181818181.8181818
Hoàng Mai,0,0,61.0,210.0,290476190.47619045
Tây Hồ,0,0,13.0,85.0,152941176.47058824
Hoàng Mai,0,0,10.0,47.0,212765957.44680852
Bắc Từ Liêm,0,0,8.0,65.0,123076923.07692307
Hà Đông,0,0,38.0,200.0,190000000.0
Thanh Xuân,0,0,7.0,38.0,184210526.31578946
Hoàng Mai,0,0,12.0,65.0,184615384.6153846
Cầu Giấy,0,0,5.0,30.0,166666666.66666666
Ba Đình,0,0,5.0,26.0,192307692.30769232
Hà Đông,0,0,42.0,170.0,247058823.52941176
Hoàng Mai,0,0,15.0,63.0,238095238.0952381
Nam Từ Liêm,0,0,7.0,55.0,127272727.27272727
Hà Đông,0,0,25.0,170.0,147058823.52941176
Đống Đa,0,0,50.0,68.0,735294117.6470588
Móng Cái,0,0,6.0,90.0,66666666.666666664
Cầu Giấy,0,0,83.0,262.0,316793893.129771
Thanh Xuân,0,0,6.0,34.0,176470588.2352941
Tây Hồ,0,0,15.0,83.0,180722891.56626505
Nam Từ Liêm,0,0,22.0,100.0,220000000.0
Hoài Đức,0,0,7.0,51.0,137254901.96078432
Tây Hồ,0,0,7.0,40.0,175000000.0
Cầu Giấy,0,0,15.0,65.0,230769230.76923078
Hà Đông,0,0,7.0,98.0,71428571.42857143
Nam Từ Liêm,0,0,6.0,52.0,115384615.38461539
Hoàn Kiếm,0,0,5.0,38.0,131578947.36842105
Đống Đa,0,0,14.0,44.0,318181818.1818182
Ba Đình,0,0,12.0,40.0,300000000.0
Hà Đông,0,0,5.0,34.0,147058823.52941176
Nam Từ Liêm,0,0,13.0,50.0,260000000.0
Ba Đình,0,0,8.0,37.0,216216216.2162162
Ba Đình,0,0,9.0,36.0,250000000.0
Hà Đông,0,0,6.0,35.0,171428571.42857143
Móng Cái,0,0,6.0,90.0,66666666.666666664
Hoàng Mai,0,0,51.0,160.0,318750000.0
Ba Đình,0,0,5.0,28.0,178571428.57142857
Ba Đình,0,0,5.0,26.0,192307692.30769232
Cầu Giấy,0,0,8.0,40.0,200000000.0
Ba Đình,0,0,6.0,35.0,171428571.42857143
Cầu Giấy,0,0,8.0,34.0,235294117.6470588
Bắc Từ Liêm,0,0,3.0,33.0,90909090.9090909
Long Biên,0,0,21.0,115.0,182608695.6521739
Thanh Xuân,0,0,73.0,110.0,663636363.6363636
Bắc Từ Liêm,0,0,2.0,42.0,47619047.61904762
Long Biên,0,0,8.0,45.0,177777777.7777778
Đống Đa,0,0,19.0,48.0,395833333.3333333
Đông Anh,0,0,2.0,45.0,44444444.44444445
Thanh Xuân,0,0,27.0,72.0,375000000.0
Long Biên,0,0,2.0,46.0,43478260.86956522
Long Biên,0,0,2.0,46.0,43478260.86956522
Hà Đông,0,0,9.0,35.0,257142857.14285713
Hoàng Mai,0,0,11.0,50.0,220000000.0
Thanh Xuân,0,0,27.0,72.0,375000000.0
Tây Hồ,0,0,7.0,40.0,175000000.0
Hoài Đức,0,0,0.14,70.0,2000000.0
Cầu Giấy,0,0,7.0,32.0,218750000.0
Cầu Giấy,0,0,11.0,38.0,289473684.2105263
Hà Đông,0,0,30.0,180.0,166666666.66666666
Đống Đa,0,0,8.0,49.0,163265306.12244898
Hai Bà Trưng,0,0,7.0,40.0,175000000.0
Bắc Từ Liêm,0,0,9.0,56.0,160714285.7142857
Thanh Xuân,0,0,36.0,88.0,409090909.09090906
Ba Đình,0,0,5.0,35.0,142857142.85714287
Hà Đông,0,0,32.0,175.0,182857142.85714287
Thanh Xuân,0,0,37.0,98.0,377551020.40816325
Hà Đông,0,0,32.0,180.0,177777777.7777778
Hà Đông,0,0,36.0,180.0,200000000.0
Gia Lâm,0,0,2.0,30.0,66666666.666666664
Hà Đông,0,0,40.0,230.0,173913043.47826087
Hà Đông,0,0,41.0,200.0,205000000.0
Thanh Xuân,0,0,15.0,148.0,101351351.35135135
Hà Đông,0,0,8.0,140.0,57142857.14285714
Bắc Từ Liêm,0,0,10.0,79.0,126582278.48101266
Đông Anh,0,0,5.0,56.0,89285714.28571428
Hai Bà Trưng,0,0,6.0,45.0,133333333.33333333
Hà Đông,0,0,3.0,60.0,50000000.0
Thanh Xuân,0,0,79.0,121.0,652892561.983471
Bắc Từ Liêm,0,0,15.0,80.0,187500000.0
Nam Từ Liêm,0,0,5.0,78.0,64102564.102564104
Hai Bà Trưng,0,0,8.0,35.0,228571428.57142857
Nam Từ Liêm,0,0,4.0,70.0,57142857.14285714
Cầu Giấy,0,0,3.0,56.0,53571428.571428575
Đống Đa,0,0,7.0,42.0,166666666.66666666
Hoàng Mai,0,0,2.0,58.0,34482758.62068965
Đống Đa,0,0,7.0,42.0,166666666.66666666
Hoàng Mai,0,0,2.0,58.0,34482758.62068965
Đống Đa,0,0,7.0,46.0,152173913.04347825
Bắc Từ Liêm,0,0,8.0,35.0,228571428.57142857
Thanh Xuân,0,0,18.0,65.0,276923076.9230769
Long Biên,0,0,4.0,30.0,133333333.33333333
Thanh Xuân,0,0,11.0,50.0,220000000.0
Long Biên,0,0,3.0,96.0,31250000.0
Nam Từ Liêm,0,0,12.0,50.0,240000000.0
Thanh Xuân,0,0,26.0,75.0,346666666.6666667
Nam Từ Liêm,0,0,5.0,80.0,62500000.0
Đống Đa,0,0,8.0,52.0,153846153.84615386
Hai Bà Trưng,0,0,26.0,85.0,305882352.9411765
Hai Bà Trưng,0,0,7.0,106.0,66037735.8490566
Long Biên,0,0,5.0,82.0,60975609.75609756
Thanh Xuân,0,0,17.0,58.0,293103448.2758621
Đống Đa,0,0,16.0,56.0,285714285.71428573
Nam Từ Liêm,0,0,14.0,55.0,254545454.54545453
Hà Đông,0,0,12.0,88.0,136363636.36363637
Đống Đa,0,0,11.0,40.0,275000000.0
Hai Bà Trưng,0,0,7.0,60.0,116666666.66666667
Hoài Đức,0,0,4.0,40.0,100000000.0
Đống Đa,0,0,7.0,45.0,155555555.55555555
Đống Đa,0,0,7.0,45.0,155555555.55555555
Thanh Xuân,0,0,27.0,72.0,375000000.0
Long Biên,0,0,7.0,40.0,175000000.0
Hà Đông,0,0,29.0,225.0,128888888.8888889
Thanh Trì,0,0,0.125,78.0,1602564.1025641025
Đống Đa,0,0,2.0,70.0,28571428.57142857
Hai Bà Trưng,0,0,7.0,98.0,71428571.42857143
Chương Mỹ,0,0,2.0,76.0,26315789.47368421
Long Biên,0,0,8.0,46.0,173913043.47826087
Thanh Xuân,0,0,18.0,62.0,290322580.6451613
Hoàng Mai,0,0,69.0,251.0,274900398.4063745
Gia Lâm,0,0,2.0,47.0,42553191.4893617
Hai Bà Trưng,0,0,5.0,83.0,60240963.855421685
Hà Đông,0,0,32.0,237.0,135021097.0464135
Long Biên,0,0,4.0,35.0,114285714.28571428
Nam Từ Liêm,0,0,6.0,72.0,83333333.33333333
Long Biên,0,0,12.0,61.0,196721311.47540984
Nam Từ Liêm,0,0,6.0,104.0,57692307.692307696
Long Biên,0,0,4.0,40.0,100000000.0
Hai Bà Trưng,0,0,19.0,60.0,316666666.6666667
Thanh Xuân,0,0,8.0,37.0,216216216.2162162
Nam Từ Liêm,0,0,27.0,217.0,124423963.13364056
Long Biên,0,0,10.0,42.0,238095238.0952381
Hoàng Mai,0,0,11.0,65.0,169230769.23076922
Hoàng Mai,0,0,2.0,31.0,64516129.03225806
Thanh Xuân,0,0,39.0,148.0,263513513.5135135
Hai Bà Trưng,0,0,5.0,90.0,55555555.55555555
Hà Đông,0,0,25.0,180.0,138888888.8888889
Hai Bà Trưng,0,0,36.0,50.0,720000000.0
Gia Lâm,0,0,2.0,48.0,41666666.666666664
Hai Bà Trưng,0,0,3.0,50.0,60000000.0
Nam Từ Liêm,0,0,29.0,124.0,233870967.7419355
Nam Từ Liêm,0,0,29.0,124.0,233870967.7419355
Thanh Xuân,0,0,18.0,59.0,305084745.7627119
Hai Bà Trưng,0,0,6.0,100.0,60000000.0
Hai Bà Trưng,0,0,11.0,51.0,215686274.50980392
Thanh Xuân,0,0,22.0,59.0,372881355.9322034
Thanh Xuân,0,0,8.0,42.0,190476190.47619048
Hà Đông,0,0,29.0,183.0,158469945.35519126
Hai Bà Trưng,0,0,6.0,115.0,52173913.04347826
Ba Đình,0,0,22.0,50.0,440000000.0
Thanh Xuân,0,0,18.0,58.0,310344827.5862069
Nam Từ Liêm,0,0,16.0,69.0,231884057.9710145
Hai Bà Trưng,0,0,5.0,85.0,58823529.4117647
Long Biên,0,0,11.0,48.0,229166666.66666666
Thanh Xuân,0,0,27.0,68.0,397058823.5294118
Hai Bà Trưng,0,0,6.0,140.0,42857142.85714286
Hai Bà Trưng,0,0,6.0,130.0,46153846.15384615
Hà Đông,0,0,10.0,54.0,185185185.1851852
Long Biên,0,0,5.0,30.0,166666666.66666666
Long Biên,0,0,4.0,32.0,125000000.0
Long Biên,0,0,4.0,32.0,125000000.0
Nam Từ Liêm,0,0,17.0,141.0,120567375.88652483
Gia Lâm,0,0,3.0,69.0,43478260.86956522
Hà Đông,0,0,12.0,70.0,171428571.42857143
Đống Đa,0,0,5.0,65.0,76923076.92307693
Thanh Xuân,0,0,95.0,180.0,527777777.7777778
Hà Đông,0,0,4.0,30.0,133333333.33333333
Hoàng Mai,0,0,9.0,40.0,225000000.0
Cầu Giấy,0,0,37.0,92.0,402173913.04347825
Hà Đông,0,0,4.0,40.0,100000000.0
Cầu Giấy,0,0,31.0,72.0,430555555.5555556
Hà Đông,0,0,38.0,83.0,457831325.3012048
Hai Bà Trưng,0,0,9.0,100.0,90000000.0
Long Biên,0,0,6.0,35.0,171428571.42857143
Thanh Xuân,0,0,42.0,110.0,381818181.8181818
Thanh Xuân,0,0,27.0,72.0,375000000.0
Đống Đa,0,0,14.0,58.0,241379310.3448276
Sơn Tây,0,0,2.0,82.0,24390243.902439024
Đống Đa,0,0,14.0,58.0,241379310.3448276
Sơn Tây,0,0,2.0,82.0,24390243.902439024
Hà Đông,0,0,52.0,330.0,157575757.57575756
Chương Mỹ,0,0,1.0,157.0,6369426.751592357
Hoài Đức,0,0,3.0,31.0,96774193.5483871
Nam Từ Liêm,0,0,6.0,60.0,100000000.0
Thanh Trì,0,0,3.0,25.0,120000000.0
Gia Lâm,0,0,5.0,110.0,45454545.45454545
Thanh Xuân,0,0,79.0,115.0,686956521.7391304
Thanh Xuân,0,0,21.0,81.0,259259259.25925925
Thanh Xuân,0,0,19.0,60.0,316666666.6666667
Long Biên,0,0,13.0,46.0,282608695.65217394
Đống Đa,0,0,32.0,90.0,355555555.5555556
Tây Hồ,0,0,22.0,78.0,282051282.05128205
Bắc Từ Liêm,0,0,22.0,136.0,161764705.88235295
Hà Đông,0,0,8.0,45.0,177777777.7777778
Hoàng Mai,0,0,22.0,65.0,338461538.46153843
Bắc Từ Liêm,0,0,6.0,34.0,176470588.2352941
Bắc Từ Liêm,0,0,6.0,34.0,176470588.2352941
Bắc Từ Liêm,0,0,6.0,40.0,150000000.0
Bắc Từ Liêm,0,0,8.0,55.0,145454545.45454547
Hai Bà Trưng,0,0,16.0,80.0,200000000.0
Cầu Giấy,0,0,5.0,71.0,70422535.2112676
Nam Từ Liêm,0,0,4.0,86.0,46511627.906976745
Nam Từ Liêm,0,0,6.0,120.0,50000000.0
Gia Lâm,0,0,3.0,68.0,44117647.058823526
Long Biên,0,0,7.0,46.0,152173913.04347825
Tây Hồ,0,0,5.0,75.0,66666666.666666664
Nam Từ Liêm,0,0,4.0,69.0,57971014.492753625
Đống Đa,0,0,13.0,50.0,260000000.0
Nam Từ Liêm,0,0,23.0,116.0,198275862.06896552
Nam Từ Liêm,0,0,6.0,107.0,56074766.35514019
Hà Đông,0,0,31.0,231.0,134199134.1991342
Tây Hồ,0,0,11.0,42.0,261904761.9047619
Long Biên,0,0,9.0,53.0,169811320.754717
Long Biên,0,0,9.0,53.0,169811320.754717
Nam Từ Liêm,0,0,26.0,116.0,224137931.03448275
Nam Từ Liêm,0,0,10.0,156.0,64102564.102564104
Cầu Giấy,0,0,5.0,117.0,42735042.735042736
Long Biên,0,0,6.0,30.0,200000000.0
Thanh Xuân,0,0,11.0,48.0,229166666.66666666
Nam Từ Liêm,0,0,15.0,135.0,111111111.1111111
Cầu Giấy,0,0,9.0,138.0,65217391.30434783
Thạch Thất,0,0,1.0,79.0,12658227.848101266
Hai Bà Trưng,0,0,7.0,47.0,148936170.21276596
Cầu Giấy,0,0,24.0,66.0,363636363.6363636
Thanh Xuân,0,0,5.0,37.0,135135135.13513514
Long Biên,0,0,7.0,39.0,179487179.4871795
Cầu Giấy,0,0,5.0,70.0,71428571.42857143
Long Biên,0,0,21.0,140.0,150000000.0
Hoàng Mai,0,0,52.0,200.0,260000000.0
Long Biên,0,0,43.0,100.0,430000000.0
Hai Bà Trưng,0,0,6.0,44.0,136363636.36363637
Hai Bà Trưng,0,0,6.0,44.0,136363636.36363637
Cầu Giấy,0,0,5.0,74.0,67567567.56756757
Tây Hồ,0,0,5.0,59.0,84745762.71186441
Thạch Thất,0,0,1.0,65.0,15384615.384615384
Nam Từ Liêm,0,0,4.0,73.0,54794520.54794521
Long Biên,0,0,36.0,75.0,480000000.0
Ba Đình,0,0,9.0,75.0,120000000.0
Long Biên,0,0,5.0,38.0,131578947.36842105
Hà Đông,0,0,6.0,45.0,133333333.33333333
Gia Lâm,0,0,2.0,43.0,46511627.906976745
Hà Đông,0,0,6.0,50.0,120000000.0
Long Biên,0,0,6.0,40.0,150000000.0
Nam Từ Liêm,0,0,13.0,190.0,68421052.63157895
Tây Hồ,0,0,22.0,80.0,275000000.0
Long Biên,0,0,4.0,30.0,133333333.33333333
Cầu Giấy,0,0,20.0,62.0,322580645.16129035
Cầu Giấy,0,0,20.0,62.0,322580645.16129035
Thạch Thất,0,0,1.0,70.0,14285714.285714285
Hai Bà Trưng,0,0,15.0,70.0,214285714.2857143
Nam Từ Liêm,0,0,45.0,87.0,517241379.3103448
Thanh Xuân,0,0,17.0,50.0,340000000.0
Ba Đình,0,0,5.0,26.0,192307692.30769232
Ba Đình,0,0,9.0,36.0,250000000.0
Long Biên,0,0,6.0,38.0,157894736.84210527
Long Biên,0,0,9.0,60.0,150000000.0
Đống Đa,0,0,16.0,55.0,290909090.90909094
Đống Đa,0,0,11.0,69.0,159420289.85507247
Nam Từ Liêm,0,0,14.0,90.0,155555555.55555555
Nam Từ Liêm,0,0,5.0,106.0,47169811.320754714
Long Biên,0,0,3.0,31.0,96774193.5483871
Hà Đông,0,0,4.0,36.0,111111111.1111111
Long Biên,0,0,6.0,39.0,153846153.84615386
Thanh Xuân,0,0,15.0,60.0,250000000.0
Long Biên,0,0,5.0,30.0,166666666.66666666
Nam Từ Liêm,0,0,3.0,64.0,46875000.0
Ba Đình,0,0,5.0,28.0,178571428.57142857
Gia Lâm,0,0,2.0,60.0,33333333.333333332
Long Biên,0,0,6.0,30.0,200000000.0
Đống Đa,0,0,2.0,40.0,50000000.0
Hai Bà Trưng,0,0,10.0,60.0,166666666.66666666
Long Biên,0,0,6.0,50.0,120000000.0
Đống Đa,0,0,3.0,25.0,120000000.0
Nam Từ Liêm,0,0,3.0,43.0,69767441.86046511
Hà Đông,0,0,6.0,103.0,58252427.18446602
Phú Xuyên,0,0,1.0,60.0,16666666.666666666
Hà Đông,0,0,5.0,140.0,35714285.71428572
Đống Đa,0,0,7.0,27.0,259259259.25925925
Nam Từ Liêm,0,0,16.0,120.0,133333333.33333333
Đống Đa,0,0,11.0,35.0,314285714.28571427
Hà Đông,0,0,4.0,92.0,43478260.86956522
Ba Đình,0,0,48.0,103.0,466019417.47572815
Hoàn Kiếm,0,0,82.0,95.0,863157894.7368422
Hoàn Kiếm,0,0,82.0,95.0,863157894.7368422
Nam Từ Liêm,0,0,5.0,40.0,125000000.0
Hà Đông,0,0,4.0,32.0,125000000.0
Hai Bà Trưng,0,0,3.0,18.0,166666666.66666666
Thanh Xuân,0,0,8.0,45.0,177777777.7777778
Long Biên,0,0,13.0,50.0,260000000.0
Cầu Giấy,0,0,6.0,77.0,77922077.92207792
Đống Đa,0,0,14.0,50.0,280000000.0
Cầu Giấy,0,0,30.0,69.0,434782608.6956522
Nam Từ Liêm,0,0,15.0,95.0,157894736.84210527
Nam Từ Liêm,0,0,4.0,80.0,50000000.0
Cầu Giấy,0,0,29.0,72.0,402777777.7777778
Bắc Từ Liêm,0,0,13.0,112.0,116071428.57142857
Cầu Giấy,0,0,9.0,127.0,70866141.73228346
Long Biên,0,0,15.0,62.0,241935483.87096775
Cầu Giấy,0,0,24.0,55.0,436363636.3636364
Cầu Giấy,0,0,30.0,68.0,441176470.5882353
Hà Đông,0,0,3.0,56.0,53571428.571428575
Cầu Giấy,0,0,31.0,63.0,492063492.06349206
Hoài Đức,0,0,3.0,32.0,93750000.0
Nam Từ Liêm,0,0,10.0,53.0,188679245.28301886
Cầu Giấy,0,0,27.0,53.0,509433962.2641509
Long Biên,0,0,10.0,58.0,172413793.10344827
Cầu Giấy,0,0,28.0,85.0,329411764.7058824
Cầu Giấy,0,0,33.0,68.0,485294117.64705884
Hà Đông,0,0,7.0,50.0,140000000.0
Long Biên,0,0,15.0,60.0,250000000.0
Đống Đa,0,0,5.0,28.0,178571428.57142857
Thanh Xuân,0,0,10.0,40.0,250000000.0
Bắc Từ Liêm,0,0,5.0,48.0,104166666.66666667
Thanh Xuân,0,0,10.0,54.0,185185185.1851852
Cầu Giấy,0,0,4.0,62.0,64516129.03225806
Nam Từ Liêm,0,0,8.0,105.0,76190476.1904762
Thanh Trì,0,0,3.0,30.0,100000000.0
Hoàng Mai,0,0,20.0,70.0,285714285.71428573
Bắc Từ Liêm,0,0,6.0,147.0,40816326.530612245
Cầu Giấy,0,0,10.0,55.0,181818181.8181818
Hoài Đức,0,0,0.155,34.0,4558823.529411765
Nam Từ Liêm,0,0,7.0,89.0,78651685.39325842
Nam Từ Liêm,0,0,34.0,230.0,147826086.95652175
Hà Đông,0,0,31.0,170.0,182352941.17647058
Long Biên,0,0,16.0,68.0,235294117.6470588
Hà Đông,0,0,4.0,100.0,40000000.0
Bắc Từ Liêm,0,0,5.0,100.0,50000000.0
Long Biên,0,0,40.0,330.0,121212121.21212122
Nam Từ Liêm,0,0,28.0,442.0,63348416.28959276
Hà Đông,0,0,3.0,36.0,83333333.33333333
Đống Đa,0,0,12.0,50.0,240000000.0
Hà Đông,0,0,5.0,33.0,151515151.5151515
Quốc Oai,0,0,3.0,50.0,60000000.0
Bắc Từ Liêm,0,0,4.0,78.0,51282051.28205128
Tây Hồ,0,0,30.0,50.0,600000000.0
Hà Đông,0,0,4.0,30.0,133333333.33333333
Thanh Xuân,0,0,13.0,68.0,191176470.5882353
Cầu Giấy,0,0,7.0,35.0,200000000.0
Bắc Từ Liêm,0,0,7.0,36.0,194444444.44444445
Đông Anh,0,0,28.0,85.0,329411764.7058824
Hoài Đức,0,0,3.0,45.0,66666666.666666664
Hà Đông,0,0,4.0,105.0,38095238.0952381
Hà Đông,0,0,6.0,40.0,150000000.0
Thanh Xuân,0,0,14.0,48.0,291666666.6666667
Tây Hồ,0,0,0.314,206.0,1524271.8446601941
Long Biên,0,0,15.0,300.0,50000000.0
Hà Đông,0,0,3.0,31.0,96774193.5483871
Nam Từ Liêm,0,0,7.0,60.0,116666666.66666667
Nam Từ Liêm,0,0,5.0,100.0,50000000.0
Thanh Xuân,0,0,11.0,140.0,78571428.57142857
Thanh Oai,0,0,3.0,34.0,88235294.11764705
Cầu Giấy,0,0,68.0,100.0,680000000.0
Đống Đa,0,0,8.0,49.0,163265306.12244898
Nam Từ Liêm,0,0,7.0,41.0,170731707.31707317
Đống Đa,0,0,9.0,40.0,225000000.0
Hoài Đức,0,0,3.0,37.0,81081081.08108108
Đống Đa,0,0,9.0,40.0,225000000.0
Hoài Đức,0,0,3.0,37.0,81081081.08108108
Hoài Đức,0,0,7.0,40.0,175000000.0
Cầu Giấy,0,0,25.0,58.0,431034482.7586207
Cầu Giấy,0,0,6.0,74.0,81081081.08108108
Hà Đông,0,0,6.0,40.0,150000000.0
Bắc Từ Liêm,0,0,6.0,30.0,200000000.0
Cầu Giấy,0,0,22.0,47.0,468085106.38297874
Long Biên,0,0,5.0,35.0,142857142.85714287
Sơn Tây,0,0,1.0,121.0,8264462.809917355
Hoài Đức,0,0,3.0,40.0,75000000.0
Nam Từ Liêm,0,0,33.0,320.0,103125000.0
Cầu Giấy,0,0,16.0,90.0,177777777.7777778
Hà Đông,0,0,52.0,429.0,121212121.21212122
Nam Từ Liêm,0,0,4.0,80.0,50000000.0
Nam Từ Liêm,0,0,6.0,73.0,82191780.8219178
Hoàng Mai,0,0,69.0,200.0,345000000.0
Nam Từ Liêm,0,0,4.0,67.0,59701492.53731343
Tây Hồ,0,0,25.0,129.0,193798449.6124031
Long Biên,0,0,13.0,77.0,168831168.83116883
Thanh Xuân,0,0,5.0,31.0,161290322.58064517
Thanh Xuân,0,0,7.0,50.0,140000000.0
Nam Từ Liêm,0,0,17.0,93.0,182795698.9247312
Hà Đông,0,0,33.0,91.0,362637362.63736266
Cầu Giấy,0,0,25.0,58.0,431034482.7586207
Ba Đình,0,0,8.0,174.0,45977011.494252875
Nam Từ Liêm,0,0,4.0,81.0,49382716.04938272
Ba Đình,0,0,25.0,72.0,347222222.2222222
Gia Lâm,0,0,25.0,148.0,168918918.9189189
Nam Từ Liêm,0,0,12.0,43.0,279069767.44186044
Cầu Giấy,0,0,31.0,66.0,469696969.6969697
Nam Từ Liêm,0,0,4.0,80.0,50000000.0
Cầu Giấy,0,0,86.0,200.0,430000000.0
Thanh Xuân,0,0,83.0,262.0,316793893.129771
Nam Từ Liêm,0,0,5.0,81.0,61728395.061728396
Nam Từ Liêm,0,0,3.0,75.0,40000000.0
Ba Đình,0,0,75.0,115.0,652173913.0434783
Hà Đông,0,0,5.0,36.0,138888888.8888889
Sơn Tây,0,0,1.0,69.0,14492753.623188406
Nam Từ Liêm,0,0,5.0,106.0,47169811.320754714
Hà Đông,0,0,7.0,56.0,125000000.0
Nam Từ Liêm,0,0,4.0,93.0,43010752.68817204
Hoàng Mai,0,0,15.0,60.0,250000000.0
Nam Từ Liêm,0,0,7.0,84.0,83333333.33333333
Hoài Đức,0,0,5.0,68.0,73529411.76470588
Thanh Xuân,0,0,6.0,90.0,66666666.666666664
Nam Từ Liêm,0,0,6.0,73.0,82191780.8219178
Hà Đông,0,0,35.0,230.0,152173913.04347825
Thanh Xuân,0,0,4.0,75.0,53333333.333333336
Nam Từ Liêm,0,0,11.0,124.0,88709677.41935484
Hoàng Mai,0,0,8.0,65.0,123076923.07692307
Ba Đình,0,0,8.0,55.0,145454545.45454547
Nam Từ Liêm,0,0,7.0,112.0,62500000.0
Cầu Giấy,0,0,60.0,110.0,545454545.4545455
Nam Từ Liêm,0,0,17.0,50.0,340000000.0
Tây Hồ,0,0,8.0,76.0,105263157.89473684
Hai Bà Trưng,0,0,4.0,35.0,114285714.28571428
Hoàng Mai,0,0,5.0,32.0,156250000.0
Tây Hồ,0,0,92.0,242.0,380165289.25619835
Hoàng Mai,0,0,5.0,32.0,156250000.0
Ba Vì,0,0,1.0,333.0,3003003.003003003
Hoàng Mai,0,0,4.0,76.0,52631578.94736842
Hoài Đức,0,0,5.0,36.0,138888888.8888889
Hoàng Mai,0,0,26.0,75.0,346666666.6666667
Hoàng Mai,0,0,3.0,80.0,37500000.0
Hoàng Mai,0,0,3.0,80.0,37500000.0
Cầu Giấy,0,0,16.0,50.0,320000000.0
Hai Bà Trưng,0,0,8.0,45.0,177777777.7777778
Nam Từ Liêm,0,0,8.0,107.0,74766355.14018692
Hà Đông,0,0,22.0,165.0,133333333.33333333
Hà Đông,0,0,19.0,95.0,200000000.0
